,obstacle_positions
3414,"[[10, 196, 8, 194]]"
3415,"[[0, 103, -2, 101], [6, 299, 4, 297]]"
3416,"[[7, 192, 5, 190]]"
3417,"[[2, 164, 0, 162], [7, 155, 5, 153], [6, 29, 4, 27], [5, 106, 3, 104], [5, 265, 3, 263]]"
3418,"[[7, 208, 5, 206], [7, 292, 5, 290]]"
3419,"[[3, 142, 1, 140], [6, 279, 4, 277], [1, 139, -1, 137], [3, 269, 1, 267], [6, 141, 4, 139], [3, 105, 1, 103], [5, 124, 3, 122]]"
3420,"[[0, 241, -2, 239], [3, 254, 1, 252], [0, 127, -2, 125], [13, 62, 11, 60]]"
3421,"[[15, 34, 13, 32]]"
3422,"[[11, 261, 9, 259], [12, 109, 10, 107], [11, 286, 9, 284], [9, 82, 7, 80], [3, 191, 1, 189], [14, 199, 12, 197]]"
3423,"[[4, 168, 2, 166], [5, 260, 3, 258], [5, 21, 3, 19], [3, 60, 1, 58]]"
3424,"[[10, 42, 8, 40], [6, 34, 4, 32], [8, 228, 6, 226], [11, 138, 9, 136], [2, 13, 0, 11], [11, 288, 9, 286]]"
3425,"[[1, 47, -1, 45], [0, 88, -2, 86], [2, 13, 0, 11], [4, 106, 2, 104], [6, 243, 4, 241], [4, 288, 2, 286], [4, 27, 2, 25], [2, 154, 0, 152], [8, 14, 6, 12]]"
3426,"[[7, 246, 5, 244], [6, 246, 4, 244], [3, 7, 1, 5], [9, 181, 7, 179], [1, 173, -1, 171], [4, 96, 2, 94], [7, 209, 5, 207]]"
3427,[]
3428,"[[3, 129, 1, 127], [2, 94, 0, 92], [4, 130, 2, 128]]"
3429,"[[3, 142, 1, 140], [0, 38, -2, 36], [0, 142, -2, 140], [0, 168, -2, 166], [7, 295, 5, 293], [0, 131, -2, 129], [0, 243, -2, 241]]"
3430,"[[6, 109, 4, 107], [7, 173, 5, 171], [10, 165, 8, 163], [7, 8, 5, 6], [7, 201, 5, 199], [1, 60, -1, 58], [5, 130, 3, 128], [5, 161, 3, 159], [10, 278, 8, 276], [3, 103, 1, 101]]"
3431,"[[15, 300, 13, 298], [5, 271, 3, 269], [14, 83, 12, 81], [14, 245, 12, 243], [13, 186, 11, 184], [0, 275, -2, 273]]"
3432,"[[0, 150, -2, 148], [5, 222, 3, 220], [5, 142, 3, 140], [6, 6, 4, 4], [5, 24, 3, 22], [4, 12, 2, 10], [2, 246, 0, 244], [2, 14, 0, 12]]"
3433,"[[2, 69, 0, 67], [0, 67, -2, 65], [1, 287, -1, 285], [2, 66, 0, 64], [3, 227, 1, 225], [3, 234, 1, 232]]"
3434,"[[0, 147, -2, 145], [2, 79, 0, 77], [5, 237, 3, 235], [3, 297, 1, 295], [0, 70, -2, 68], [7, 206, 5, 204], [5, 3, 3, 1], [6, 289, 4, 287]]"
3435,[]
3436,"[[2, 218, 0, 216], [0, 170, -2, 168], [2, 118, 0, 116], [0, 286, -2, 284], [1, 124, -1, 122], [1, 79, -1, 77], [3, 119, 1, 117], [2, 35, 0, 33], [2, 300, 0, 298]]"
3437,"[[2, 169, 0, 167], [2, 279, 0, 277], [4, 49, 2, 47]]"
3438,"[[15, 37, 13, 35]]"
3439,"[[6, 251, 4, 249], [4, 70, 2, 68], [11, 232, 9, 230], [7, 191, 5, 189]]"
3440,"[[6, 274, 4, 272], [3, 196, 1, 194], [3, 125, 1, 123], [5, 281, 3, 279], [5, 175, 3, 173], [6, 203, 4, 201]]"
3441,"[[8, 90, 6, 88]]"
3442,"[[6, 58, 4, 56], [0, 255, -2, 253], [2, 82, 0, 80], [4, 95, 2, 93], [2, 182, 0, 180]]"
3443,"[[12, 165, 10, 163]]"
3444,"[[2, 218, 0, 216], [5, 145, 3, 143], [10, 29, 8, 27], [2, 12, 0, 10]]"
3445,"[[0, 239, -2, 237], [3, 145, 1, 143], [3, 20, 1, 18]]"
3446,"[[9, 219, 7, 217], [0, 120, -2, 118], [6, 274, 4, 272], [7, 223, 5, 221], [9, 166, 7, 164], [6, 105, 4, 103], [3, 57, 1, 55], [3, 86, 1, 84], [4, 268, 2, 266], [8, 204, 6, 202]]"
3447,"[[2, 127, 0, 125], [8, 51, 6, 49], [15, 128, 13, 126], [6, 27, 4, 25], [9, 7, 7, 5], [16, 65, 14, 63]]"
3448,"[[6, 281, 4, 279], [3, 210, 1, 208]]"
3449,[]
3450,"[[14, 92, 12, 90], [8, 261, 6, 259], [17, 175, 15, 173], [11, 21, 9, 19], [2, 16, 0, 14], [18, 28, 16, 26], [18, 278, 16, 276]]"
3451,"[[12, 276, 10, 274], [2, 224, 0, 222], [12, 238, 10, 236], [17, 156, 15, 154], [12, 59, 10, 57], [12, 45, 10, 43], [10, 136, 8, 134], [18, 73, 16, 71], [13, 260, 11, 258]]"
3452,"[[0, 97, -2, 95], [11, 184, 9, 182], [1, 18, -1, 16], [6, 15, 4, 13], [11, 141, 9, 139], [0, 14, -2, 12], [10, 262, 8, 260], [10, 3, 8, 1]]"
3453,"[[8, 77, 6, 75], [8, 233, 6, 231], [11, 72, 9, 70]]"
3454,"[[4, 140, 2, 138], [10, 157, 8, 155], [15, 142, 13, 140]]"
3455,"[[13, 32, 11, 30]]"
3456,"[[3, 120, 1, 118], [6, 213, 4, 211], [2, 241, 0, 239], [2, 284, 0, 282], [6, 154, 4, 152], [1, 180, -1, 178], [4, 292, 2, 290], [4, 220, 2, 218], [3, 211, 1, 209]]"
3457,"[[3, 231, 1, 229], [3, 249, 1, 247], [2, 49, 0, 47], [0, 170, -2, 168]]"
3458,"[[1, 29, -1, 27]]"
3459,"[[1, 45, -1, 43], [2, 288, 0, 286], [14, 48, 12, 46], [12, 251, 10, 249], [15, 137, 13, 135]]"
3460,"[[1, 97, -1, 95], [5, 54, 3, 52], [5, 79, 3, 77], [8, 48, 6, 46], [4, 57, 2, 55], [2, 297, 0, 295], [5, 239, 3, 237]]"
3461,"[[0, 123, -2, 121], [1, 243, -1, 241], [2, 30, 0, 28]]"
3462,"[[1, 273, -1, 271], [18, 92, 16, 90]]"
3463,"[[13, 150, 11, 148]]"
3464,"[[0, 211, -2, 209], [4, 239, 2, 237], [2, 203, 0, 201], [4, 111, 2, 109], [3, 139, 1, 137], [1, 257, -1, 255], [2, 219, 0, 217], [1, 22, -1, 20], [4, 221, 2, 219]]"
3465,"[[3, 126, 1, 124], [4, 185, 2, 183], [5, 298, 3, 296], [6, 88, 4, 86], [9, 178, 7, 176], [6, 100, 4, 98], [2, 120, 0, 118], [2, 296, 0, 294]]"
3466,"[[0, 151, -2, 149], [5, 220, 3, 218], [2, 244, 0, 242], [5, 47, 3, 45], [1, 2, -1, 0], [1, 285, -1, 283]]"
3467,"[[11, 15, 9, 13], [8, 255, 6, 253], [13, 184, 11, 182], [10, 70, 8, 68], [1, 171, -1, 169], [12, 291, 10, 289], [13, 190, 11, 188], [7, 93, 5, 91], [9, 220, 7, 218], [0, 103, -2, 101]]"
3468,"[[3, 85, 1, 83], [0, 228, -2, 226], [0, 141, -2, 139], [2, 3, 0, 1], [0, 165, -2, 163], [3, 45, 1, 43]]"
3469,"[[13, 210, 11, 208], [10, 127, 8, 125], [7, 99, 5, 97], [10, 291, 8, 289], [8, 299, 6, 297], [0, 11, -2, 9]]"
3470,"[[2, 119, 0, 117], [7, 144, 5, 142], [8, 29, 6, 27], [8, 227, 6, 225], [1, 140, -1, 138]]"
3471,"[[14, 225, 12, 223], [15, 186, 13, 184], [14, 194, 12, 192], [7, 110, 5, 108], [11, 176, 9, 174], [6, 254, 4, 252]]"
3472,"[[12, 88, 10, 86]]"
3473,"[[3, 137, 1, 135], [1, 66, -1, 64], [0, 93, -2, 91], [1, 87, -1, 85]]"
3474,"[[0, 210, -2, 208]]"
3475,"[[4, 212, 2, 210], [11, 231, 9, 229]]"
3476,"[[13, 250, 11, 248], [11, 197, 9, 195], [13, 90, 11, 88]]"
3477,"[[3, 259, 1, 257], [1, 271, -1, 269], [2, 28, 0, 26], [3, 77, 1, 75], [0, 102, -2, 100], [0, 43, -2, 41], [3, 235, 1, 233]]"
3478,"[[5, 235, 3, 233], [17, 280, 15, 278], [9, 217, 7, 215], [13, 169, 11, 167], [0, 223, -2, 221], [14, 290, 12, 288], [16, 174, 14, 172]]"
3479,"[[6, 72, 4, 70], [4, 290, 2, 288], [4, 144, 2, 142], [1, 37, -1, 35], [2, 242, 0, 240], [4, 142, 2, 140], [4, 193, 2, 191], [3, 256, 1, 254], [8, 81, 6, 79]]"
3480,[]
3481,"[[1, 106, -1, 104], [1, 194, -1, 192], [2, 202, 0, 200], [2, 93, 0, 91], [2, 137, 0, 135], [0, 244, -2, 242], [1, 199, -1, 197], [2, 193, 0, 191], [0, 100, -2, 98], [0, 225, -2, 223]]"
3482,[]
3483,"[[12, 13, 10, 11], [5, 251, 3, 249], [12, 50, 10, 48], [7, 284, 5, 282], [13, 7, 11, 5], [1, 64, -1, 62], [11, 108, 9, 106], [16, 59, 14, 57]]"
3484,"[[6, 136, 4, 134], [5, 207, 3, 205]]"
3485,"[[7, 58, 5, 56], [6, 238, 4, 236], [6, 17, 4, 15], [0, 162, -2, 160], [4, 15, 2, 13], [3, 139, 1, 137], [5, 296, 3, 294]]"
3486,"[[4, 129, 2, 127], [3, 180, 1, 178], [12, 246, 10, 244], [3, 135, 1, 133], [7, 223, 5, 221], [7, 7, 5, 5], [1, 202, -1, 200], [6, 89, 4, 87], [1, 203, -1, 201]]"
3487,"[[2, 293, 0, 291], [3, 220, 1, 218], [2, 59, 0, 57], [2, 252, 0, 250], [0, 44, -2, 42], [2, 48, 0, 46], [0, 37, -2, 35], [2, 200, 0, 198], [0, 120, -2, 118]]"
3488,"[[4, 217, 2, 215], [5, 212, 3, 210], [4, 200, 2, 198], [1, 234, -1, 232], [4, 44, 2, 42], [3, 273, 1, 271]]"
3489,"[[1, 12, -1, 10], [1, 277, -1, 275], [2, 157, 0, 155], [1, 169, -1, 167], [1, 89, -1, 87], [0, 78, -2, 76], [0, 193, -2, 191]]"
3490,"[[2, 136, 0, 134], [4, 136, 2, 134], [8, 40, 6, 38]]"
3491,"[[1, 114, -1, 112], [14, 103, 12, 101], [13, 100, 11, 98], [1, 212, -1, 210]]"
3492,"[[2, 248, 0, 246], [7, 106, 5, 104], [13, 214, 11, 212], [2, 170, 0, 168], [2, 107, 0, 105], [3, 72, 1, 70]]"
3493,"[[4, 277, 2, 275], [2, 164, 0, 162], [1, 266, -1, 264], [1, 196, -1, 194], [1, 278, -1, 276], [2, 112, 0, 110]]"
3494,"[[1, 43, -1, 41], [1, 258, -1, 256], [2, 228, 0, 226]]"
3495,"[[2, 23, 0, 21], [0, 119, -2, 117], [2, 223, 0, 221], [1, 224, -1, 222], [2, 197, 0, 195]]"
3496,"[[10, 90, 8, 88], [12, 12, 10, 10]]"
3497,"[[2, 181, 0, 179], [5, 109, 3, 107], [7, 195, 5, 193], [3, 26, 1, 24], [5, 294, 3, 292], [4, 293, 2, 291], [3, 137, 1, 135]]"
3498,[]
3499,"[[14, 228, 12, 226], [18, 6, 16, 4], [8, 152, 6, 150], [1, 202, -1, 200], [3, 196, 1, 194]]"
3500,"[[12, 203, 10, 201], [18, 294, 16, 292], [17, 44, 15, 42]]"
3501,"[[12, 44, 10, 42], [10, 259, 8, 257], [2, 246, 0, 244], [11, 173, 9, 171]]"
3502,"[[1, 255, -1, 253], [2, 243, 0, 241], [2, 31, 0, 29], [5, 54, 3, 52], [5, 71, 3, 69], [4, 78, 2, 76], [4, 28, 2, 26], [2, 194, 0, 192], [3, 183, 1, 181]]"
3503,"[[10, 262, 8, 260], [10, 77, 8, 75]]"
3504,"[[0, 90, -2, 88], [1, 278, -1, 276], [2, 158, 0, 156]]"
3505,"[[13, 214, 11, 212], [14, 193, 12, 191], [0, 231, -2, 229]]"
3506,"[[7, 118, 5, 116], [9, 119, 7, 117], [16, 211, 14, 209], [14, 129, 12, 127], [0, 127, -2, 125], [9, 179, 7, 177], [0, 225, -2, 223]]"
3507,[]
3508,"[[1, 270, -1, 268]]"
3509,"[[13, 124, 11, 122], [1, 186, -1, 184]]"
3510,"[[5, 263, 3, 261], [15, 156, 13, 154], [9, 9, 7, 7], [13, 114, 11, 112], [16, 8, 14, 6], [11, 81, 9, 79], [7, 13, 5, 11]]"
3511,"[[12, 185, 10, 183], [9, 183, 7, 181], [6, 5, 4, 3], [9, 120, 7, 118], [6, 102, 4, 100], [8, 211, 6, 209], [0, 230, -2, 228], [0, 278, -2, 276], [1, 57, -1, 55]]"
3512,"[[3, 55, 1, 53]]"
3513,"[[0, 235, -2, 233], [1, 230, -1, 228]]"
3514,"[[6, 83, 4, 81]]"
3515,"[[6, 98, 4, 96], [9, 47, 7, 45], [5, 226, 3, 224], [12, 144, 10, 142], [6, 157, 4, 155], [11, 10, 9, 8], [10, 185, 8, 183], [3, 204, 1, 202]]"
3516,"[[16, 203, 14, 201], [8, 238, 6, 236], [2, 105, 0, 103], [2, 221, 0, 219]]"
3517,"[[13, 135, 11, 133], [5, 31, 3, 29], [16, 45, 14, 43]]"
3518,"[[19, 270, 17, 268], [15, 237, 13, 235], [4, 85, 2, 83], [7, 220, 5, 218], [12, 57, 10, 55], [6, 47, 4, 45], [8, 115, 6, 113]]"
3519,"[[1, 38, -1, 36], [3, 135, 1, 133], [3, 115, 1, 113], [6, 184, 4, 182], [4, 205, 2, 203], [2, 124, 0, 122], [4, 99, 2, 97], [6, 94, 4, 92], [3, 54, 1, 52]]"
3520,"[[7, 146, 5, 144]]"
3521,"[[0, 148, -2, 146], [1, 256, -1, 254], [1, 40, -1, 38], [1, 185, -1, 183], [3, 154, 1, 152], [1, 243, -1, 241], [2, 138, 0, 136]]"
3522,"[[2, 205, 0, 203], [12, 259, 10, 257], [8, 157, 6, 155], [0, 248, -2, 246], [18, 77, 16, 75], [15, 171, 13, 169]]"
3523,"[[11, 97, 9, 95]]"
3524,"[[5, 206, 3, 204], [4, 113, 2, 111]]"
3525,[]
3526,"[[3, 289, 1, 287], [3, 96, 1, 94]]"
3527,[]
3528,"[[10, 62, 8, 60], [4, 30, 2, 28]]"
3529,"[[10, 22, 8, 20], [8, 190, 6, 188], [10, 195, 8, 193], [5, 108, 3, 106], [5, 31, 3, 29], [0, 57, -2, 55]]"
3530,"[[0, 36, -2, 34], [1, 285, -1, 283], [9, 100, 7, 98], [7, 120, 5, 118], [2, 10, 0, 8], [10, 209, 8, 207], [2, 118, 0, 116], [0, 44, -2, 42], [6, 168, 4, 166]]"
3531,"[[7, 151, 5, 149], [8, 158, 6, 156], [5, 195, 3, 193]]"
3532,"[[7, 121, 5, 119]]"
3533,"[[15, 10, 13, 8], [8, 260, 6, 258], [1, 125, -1, 123]]"
3534,"[[2, 12, 0, 10], [2, 210, 0, 208], [5, 273, 3, 271]]"
3535,"[[0, 235, -2, 233], [3, 164, 1, 162]]"
3536,"[[2, 66, 0, 64], [9, 269, 7, 267], [5, 76, 3, 74], [12, 40, 10, 38], [1, 107, -1, 105]]"
3537,"[[15, 127, 13, 125], [15, 40, 13, 38], [4, 36, 2, 34], [3, 165, 1, 163], [4, 169, 2, 167], [0, 261, -2, 259], [11, 204, 9, 202]]"
3538,"[[11, 113, 9, 111], [6, 196, 4, 194], [6, 102, 4, 100], [4, 206, 2, 204], [15, 239, 13, 237], [0, 18, -2, 16], [9, 290, 7, 288], [10, 53, 8, 51]]"
3539,"[[6, 113, 4, 111], [0, 141, -2, 139], [1, 184, -1, 182], [15, 269, 13, 267], [1, 240, -1, 238], [8, 104, 6, 102]]"
3540,"[[10, 77, 8, 75]]"
3541,"[[1, 182, -1, 180], [2, 82, 0, 80], [4, 247, 2, 245], [2, 138, 0, 136], [2, 257, 0, 255], [0, 10, -2, 8], [3, 29, 1, 27]]"
3542,"[[0, 170, -2, 168], [1, 207, -1, 205], [5, 79, 3, 77], [1, 123, -1, 121], [3, 170, 1, 168], [5, 45, 3, 43]]"
3543,[]
3544,[]
3545,"[[0, 87, -2, 85], [2, 192, 0, 190], [1, 266, -1, 264], [1, 213, -1, 211], [0, 273, -2, 271], [4, 134, 2, 132]]"
3546,"[[10, 211, 8, 209], [3, 212, 1, 210], [9, 281, 7, 279], [0, 102, -2, 100], [0, 84, -2, 82]]"
3547,"[[10, 107, 8, 105], [14, 120, 12, 118], [1, 129, -1, 127], [3, 269, 1, 267], [11, 64, 9, 62], [16, 117, 14, 115], [15, 180, 13, 178], [6, 205, 4, 203]]"
3548,[]
3549,"[[2, 297, 0, 295], [0, 112, -2, 110], [3, 256, 1, 254], [0, 160, -2, 158], [0, 152, -2, 150], [0, 26, -2, 24], [0, 290, -2, 288], [2, 243, 0, 241]]"
3550,"[[7, 222, 5, 220], [5, 74, 3, 72], [0, 265, -2, 263], [1, 127, -1, 125], [0, 56, -2, 54], [2, 110, 0, 108], [3, 101, 1, 99]]"
3551,"[[5, 167, 3, 165], [11, 22, 9, 20], [12, 251, 10, 249], [1, 253, -1, 251], [3, 221, 1, 219], [8, 82, 6, 80], [14, 231, 12, 229], [5, 89, 3, 87]]"
3552,"[[3, 273, 1, 271], [9, 287, 7, 285], [9, 244, 7, 242], [5, 286, 3, 284], [2, 276, 0, 274]]"
3553,"[[4, 158, 2, 156], [5, 86, 3, 84], [6, 215, 4, 213], [3, 184, 1, 182], [2, 56, 0, 54], [4, 13, 2, 11], [9, 207, 7, 205]]"
3554,"[[2, 19, 0, 17], [6, 43, 4, 41], [6, 60, 4, 58], [2, 287, 0, 285], [3, 56, 1, 54], [12, 202, 10, 200], [6, 292, 4, 290], [11, 266, 9, 264], [6, 123, 4, 121]]"
3555,"[[6, 81, 4, 79], [10, 97, 8, 95]]"
3556,"[[1, 27, -1, 25], [0, 84, -2, 82]]"
3557,"[[1, 159, -1, 157], [5, 167, 3, 165], [7, 254, 5, 252], [5, 130, 3, 128], [0, 71, -2, 69], [5, 215, 3, 213], [9, 208, 7, 206], [4, 224, 2, 222], [3, 188, 1, 186]]"
3558,"[[6, 131, 4, 129], [4, 268, 2, 266], [7, 216, 5, 214], [6, 61, 4, 59], [1, 101, -1, 99], [9, 271, 7, 269]]"
3559,"[[1, 234, -1, 232], [0, 184, -2, 182], [6, 21, 4, 19], [6, 132, 4, 130], [0, 82, -2, 80], [0, 100, -2, 98]]"
3560,[]
3561,"[[5, 14, 3, 12], [0, 287, -2, 285], [5, 253, 3, 251], [5, 198, 3, 196], [2, 192, 0, 190], [5, 247, 3, 245], [4, 249, 2, 247], [6, 108, 4, 106]]"
3562,"[[9, 118, 7, 116], [1, 169, -1, 167], [1, 252, -1, 250], [6, 54, 4, 52], [2, 242, 0, 240]]"
3563,"[[2, 169, 0, 167], [6, 296, 4, 294], [8, 199, 6, 197], [9, 197, 7, 195], [6, 143, 4, 141], [6, 86, 4, 84], [2, 184, 0, 182]]"
3564,"[[0, 227, -2, 225], [2, 144, 0, 142], [4, 30, 2, 28], [1, 225, -1, 223], [8, 144, 6, 142], [0, 277, -2, 275], [3, 260, 1, 258], [5, 94, 3, 92], [8, 284, 6, 282], [0, 203, -2, 201]]"
3565,"[[12, 180, 10, 178], [1, 276, -1, 274], [17, 77, 15, 75], [11, 94, 9, 92], [6, 43, 4, 41], [9, 84, 7, 82], [10, 28, 8, 26], [14, 120, 12, 118]]"
3566,"[[7, 136, 5, 134], [1, 252, -1, 250], [4, 22, 2, 20], [9, 87, 7, 85], [8, 210, 6, 208], [3, 245, 1, 243], [6, 111, 4, 109]]"
3567,"[[7, 253, 5, 251], [7, 71, 5, 69], [2, 88, 0, 86], [1, 206, -1, 204], [5, 120, 3, 118], [6, 154, 4, 152]]"
3568,"[[6, 135, 4, 133], [8, 263, 6, 261]]"
3569,"[[5, 257, 3, 255], [1, 44, -1, 42], [2, 117, 0, 115], [4, 251, 2, 249], [5, 163, 3, 161], [0, 23, -2, 21]]"
3570,"[[3, 196, 1, 194], [4, 20, 2, 18], [5, 167, 3, 165], [0, 267, -2, 265], [5, 162, 3, 160], [0, 147, -2, 145], [2, 274, 0, 272], [5, 209, 3, 207]]"
3571,"[[8, 257, 6, 255], [1, 202, -1, 200], [5, 36, 3, 34], [7, 140, 5, 138]]"
3572,[]
3573,[]
3574,"[[8, 49, 6, 47], [7, 187, 5, 185], [14, 251, 12, 249], [6, 249, 4, 247]]"
3575,"[[16, 126, 14, 124], [15, 30, 13, 28], [5, 143, 3, 141], [2, 207, 0, 205], [1, 4, -1, 2], [19, 256, 17, 254], [16, 178, 14, 176], [11, 24, 9, 22]]"
3576,"[[8, 119, 6, 117], [9, 249, 7, 247], [17, 270, 15, 268]]"
3577,"[[12, 118, 10, 116]]"
3578,"[[5, 135, 3, 133], [8, 207, 6, 205], [3, 162, 1, 160], [9, 46, 7, 44]]"
3579,[]
3580,"[[1, 229, -1, 227], [1, 180, -1, 178], [4, 277, 2, 275], [2, 233, 0, 231], [4, 72, 2, 70], [2, 27, 0, 25], [4, 292, 2, 290]]"
3581,"[[0, 242, -2, 240]]"
3582,"[[1, 164, -1, 162], [2, 114, 0, 112], [1, 183, -1, 181], [0, 246, -2, 244], [1, 43, -1, 41], [0, 147, -2, 145]]"
3583,"[[3, 299, 1, 297], [3, 8, 1, 6], [1, 83, -1, 81], [1, 44, -1, 42]]"
3584,"[[6, 108, 4, 106], [8, 287, 6, 285], [3, 147, 1, 145], [6, 31, 4, 29]]"
3585,"[[1, 178, -1, 176], [2, 167, 0, 165], [5, 294, 3, 292], [7, 182, 5, 180], [5, 131, 3, 129], [8, 288, 6, 286]]"
3586,"[[10, 168, 8, 166], [5, 40, 3, 38], [13, 244, 11, 242], [8, 249, 6, 247], [8, 205, 6, 203], [11, 90, 9, 88], [5, 250, 3, 248]]"
3587,"[[6, 140, 4, 138], [16, 112, 14, 110], [15, 194, 13, 192], [5, 32, 3, 30], [1, 270, -1, 268], [14, 54, 12, 52]]"
3588,"[[5, 255, 3, 253], [14, 13, 12, 11], [12, 152, 10, 150], [0, 297, -2, 295], [7, 69, 5, 67], [5, 139, 3, 137]]"
3589,"[[7, 183, 5, 181], [12, 35, 10, 33], [10, 230, 8, 228], [16, 262, 14, 260], [0, 225, -2, 223], [15, 227, 13, 225], [11, 132, 9, 130], [4, 29, 2, 27], [17, 88, 15, 86], [0, 45, -2, 43]]"
3590,"[[1, 107, -1, 105], [0, 28, -2, 26], [0, 52, -2, 50], [1, 55, -1, 53], [0, 82, -2, 80], [2, 299, 0, 297], [1, 32, -1, 30], [1, 297, -1, 295], [3, 95, 1, 93]]"
3591,"[[8, 196, 6, 194]]"
3592,"[[2, 164, 0, 162]]"
3593,"[[1, 184, -1, 182], [7, 203, 5, 201], [8, 109, 6, 107], [10, 25, 8, 23]]"
3594,"[[0, 235, -2, 233], [7, 40, 5, 38], [7, 72, 5, 70], [0, 240, -2, 238]]"
3595,"[[3, 176, 1, 174], [4, 105, 2, 103]]"
3596,"[[7, 251, 5, 249], [7, 112, 5, 110], [1, 283, -1, 281], [6, 269, 4, 267], [2, 177, 0, 175], [1, 132, -1, 130], [6, 204, 4, 202]]"
3597,"[[3, 246, 1, 244], [0, 268, -2, 266]]"
3598,[]
3599,"[[10, 209, 8, 207], [3, 71, 1, 69], [3, 280, 1, 278], [7, 31, 5, 29], [2, 213, 0, 211], [3, 238, 1, 236]]"
3600,"[[9, 65, 7, 63], [12, 7, 10, 5], [8, 256, 6, 254], [15, 294, 13, 292], [3, 41, 1, 39], [6, 111, 4, 109], [2, 18, 0, 16]]"
3601,"[[14, 158, 12, 156]]"
3602,"[[8, 144, 6, 142], [9, 116, 7, 114], [2, 168, 0, 166]]"
3603,"[[1, 281, -1, 279], [3, 137, 1, 135], [5, 117, 3, 115]]"
3604,"[[4, 19, 2, 17]]"
3605,"[[6, 201, 4, 199]]"
3606,"[[11, 81, 9, 79], [13, 240, 11, 238], [12, 181, 10, 179], [14, 167, 12, 165]]"
3607,"[[1, 160, -1, 158], [3, 130, 1, 128], [0, 282, -2, 280], [9, 223, 7, 221]]"
3608,"[[0, 57, -2, 55]]"
3609,"[[0, 118, -2, 116], [11, 92, 9, 90], [7, 263, 5, 261], [0, 115, -2, 113], [3, 184, 1, 182]]"
3610,"[[4, 127, 2, 125], [1, 216, -1, 214], [1, 157, -1, 155], [4, 103, 2, 101], [6, 17, 4, 15], [7, 209, 5, 207], [5, 72, 3, 70], [1, 114, -1, 112]]"
3611,"[[11, 238, 9, 236], [12, 42, 10, 40], [1, 252, -1, 250], [14, 217, 12, 215], [5, 11, 3, 9], [3, 272, 1, 270], [5, 170, 3, 168]]"
3612,"[[11, 149, 9, 147], [11, 27, 9, 25], [1, 222, -1, 220], [13, 124, 11, 122], [7, 26, 5, 24], [9, 49, 7, 47], [9, 229, 7, 227], [8, 220, 6, 218], [11, 70, 9, 68]]"
3613,"[[5, 90, 3, 88], [9, 249, 7, 247], [5, 212, 3, 210], [4, 46, 2, 44], [10, 194, 8, 192], [0, 106, -2, 104]]"
3614,"[[3, 72, 1, 70], [2, 88, 0, 86], [3, 218, 1, 216], [4, 165, 2, 163], [3, 238, 1, 236], [1, 33, -1, 31]]"
3615,"[[7, 28, 5, 26], [1, 276, -1, 274], [2, 278, 0, 276], [2, 134, 0, 132], [3, 37, 1, 35], [2, 112, 0, 110], [4, 66, 2, 64], [3, 270, 1, 268], [3, 4, 1, 2]]"
3616,"[[3, 295, 1, 293], [2, 208, 0, 206], [16, 71, 14, 69], [0, 87, -2, 85], [5, 185, 3, 183], [10, 209, 8, 207], [0, 22, -2, 20], [5, 163, 3, 161], [5, 69, 3, 67]]"
3617,"[[9, 173, 7, 171], [11, 165, 9, 163], [5, 111, 3, 109]]"
3618,[]
3619,"[[10, 220, 8, 218]]"
3620,[]
3621,"[[3, 43, 1, 41], [0, 68, -2, 66], [2, 293, 0, 291], [10, 32, 8, 30], [19, 204, 17, 202], [12, 294, 10, 292], [4, 37, 2, 35], [2, 39, 0, 37], [12, 238, 10, 236]]"
3622,"[[4, 9, 2, 7], [1, 247, -1, 245], [2, 230, 0, 228], [1, 17, -1, 15], [2, 51, 0, 49], [1, 242, -1, 240], [2, 132, 0, 130]]"
3623,"[[13, 44, 11, 42], [7, 187, 5, 185], [13, 149, 11, 147], [9, 298, 7, 296]]"
3624,"[[6, 90, 4, 88], [4, 207, 2, 205], [1, 47, -1, 45], [5, 235, 3, 233]]"
3625,"[[9, 112, 7, 110], [10, 232, 8, 230], [13, 281, 11, 279]]"
3626,"[[5, 242, 3, 240], [5, 47, 3, 45], [2, 116, 0, 114], [0, 153, -2, 151], [5, 275, 3, 273], [3, 135, 1, 133], [5, 280, 3, 278], [2, 203, 0, 201]]"
3627,"[[13, 181, 11, 179], [7, 200, 5, 198], [16, 90, 14, 88], [14, 285, 12, 283], [15, 125, 13, 123], [5, 299, 3, 297], [8, 40, 6, 38], [10, 292, 8, 290]]"
3628,"[[7, 53, 5, 51], [4, 154, 2, 152], [10, 51, 8, 49], [7, 57, 5, 55], [6, 205, 4, 203]]"
3629,"[[3, 259, 1, 257], [0, 148, -2, 146], [3, 98, 1, 96], [1, 228, -1, 226], [4, 19, 2, 17], [1, 31, -1, 29], [3, 78, 1, 76]]"
3630,"[[6, 85, 4, 83], [3, 63, 1, 61], [5, 270, 3, 268]]"
3631,"[[8, 223, 6, 221], [8, 267, 6, 265], [11, 296, 9, 294], [6, 258, 4, 256], [1, 226, -1, 224], [10, 275, 8, 273], [8, 83, 6, 81]]"
3632,"[[2, 154, 0, 152]]"
3633,"[[4, 238, 2, 236]]"
3634,"[[2, 73, 0, 71], [2, 75, 0, 73], [1, 261, -1, 259], [6, 280, 4, 278], [9, 158, 7, 156], [6, 245, 4, 243], [9, 166, 7, 164], [4, 53, 2, 51], [8, 113, 6, 111]]"
3635,"[[1, 23, -1, 21], [5, 129, 3, 127]]"
